PassengerID,TripOrigin,TripDestination,Aver_TripMode,trips,Months_Passed,promo1,TwoMonthMode,LastMonthMode,ModeChange,LastTripStart,LastTripEnd,LastTripFare,LastMinShift,done,HomeLoc,WorkLoc,AvgNumDayWithTravelPerWeek,AvgNumTripsPeyDay,PercentageOfWeekdayTravel,NumUniqueStation,NumLocCoverPercentile,WorkStartTime,AvgTripTravelTime,FirstWeekdayMorningTapInTimeStd,LastWeekdayEveningTapOutTimeStd,NumOfMorningTransfer,MeanMorningPeakMoneySave,StdMorningPeakMoneySave,MeanTimeShift,StdTimeShift,MeanMorningPeakTripTravelTime,StdMorningPeakTripTravelTime,AvgNumMorningTripsTapOutAtTargetStationsPerWeek,AvgNumDayWithMorningTripPerWeek,StationRiMean,StationRiStd,MostUsedStationPercentage,OdRiMean,OdRiStd,MostUsedOdPercentage,OdCount,UniqueStaNumMean,UniqueStaNumStd,HomeTripsPerDayMean,HomeTripsPerDayStd,HomeLocAdmRegion,WorkLocAdmRegion,HomeLocIsDiscSta,WorkLocIsDiscSta,is_adopter,is_early_adopter,is_later_adopter,is_early_morning_adopter,is_morning_peak_adopter,is_attrition_adopter,OffPeakTrips,OffPeakRatio,MonthMode,ce_flex,con_flex,ce_dis,con_dis,ce_con,con_con
train_002,10,6,0,5,7,1,0,0,0,82.95,105,12.08,45,FALSE,10,6,5.25,2.911111111,0.801526718,12,2,542.8333333,17.3186747,12.16522398,13.71250388,0,2.115384615,1.984152804,47.86805555,3.010854957,16.11581197,9.285561442,6.25,4.125,0.083333333,0.162078634,0.446564885,0.066666667,0.133144147,0.43373494,15,2.4,0.836660027,0.888888889,0.317820863,Kowloon,Kowloon,0,1,0,0,0,0,0,0,0,0.300241221,0,0.002,2,0.015,1,0.009,3
train_002,10,5,0,7,8,1,0,0,0,97.8,110.2,6.2,50.2,FALSE,10,6,5.25,2.911111111,0.801526718,12,2,542.8333333,17.3186747,12.16522398,13.71250388,0,2.115384615,1.984152804,47.86805555,3.010854957,16.11581197,9.285561442,6.25,4.125,0.083333333,0.162078634,0.446564885,0.066666667,0.133144147,0.43373494,15,2.4,0.836660027,0.888888889,0.317820863,Kowloon,Kowloon,0,1,0,0,0,0,0,0,0,0.302040622,0,0.002,2,0.015,1,0.009,3
train_002,10,6,0,22,9,1,0,0,0,94.71428571,108,6.2,48,FALSE,10,6,5.25,2.911111111,0.801526718,12,2,542.8333333,17.3186747,12.16522398,13.71250388,0,2.115384615,1.984152804,47.86805555,3.010854957,16.11581197,9.285561442,6.25,4.125,0.083333333,0.162078634,0.446564885,0.066666667,0.133144147,0.43373494,15,2.4,0.836660027,0.888888889,0.317820863,Kowloon,Kowloon,0,1,0,0,0,0,0,0,0,0.303603223,0,0.002,2,0.015,1,0.009,3
train_002,10,6,0,22,10,1,0,0,0,96.63636364,109.9545455,6.295454545,49.95454545,FALSE,10,6,5.25,2.911111111,0.801526718,12,2,542.8333333,17.3186747,12.16522398,13.71250388,0,2.115384615,1.984152804,47.86805555,3.010854957,16.11581197,9.285561442,6.25,4.125,0.083333333,0.162078634,0.446564885,0.066666667,0.133144147,0.43373494,15,2.4,0.836660027,0.888888889,0.317820863,Kowloon,Kowloon,0,1,0,0,0,0,0,0,0,0.300105445,0,0.002,2,0.015,1,0.009,3
train_002,10,6,0,21,11,1,0,0,0,96.45454545,110.0909091,6.5,50.09090909,FALSE,10,6,5.25,2.911111111,0.801526718,12,2,542.8333333,17.3186747,12.16522398,13.71250388,0,2.115384615,1.984152804,47.86805555,3.010854957,16.11581197,9.285561442,6.25,4.125,0.083333333,0.162078634,0.446564885,0.066666667,0.133144147,0.43373494,15,2.4,0.836660027,0.888888889,0.317820863,Kowloon,Kowloon,0,1,0,0,0,0,0,0,0,0.297334428,0,0.002,2,0.015,1,0.009,3
train_002,10,6,0,20,12,1,0,0,0,97.47619048,110.7142857,6.5,50.71428571,FALSE,10,6,5.25,2.911111111,0.801526718,12,2,542.8333333,17.3186747,12.16522398,13.71250388,0,2.115384615,1.984152804,47.86805555,3.010854957,16.11581197,9.285561442,6.25,4.125,0.083333333,0.162078634,0.446564885,0.066666667,0.133144147,0.43373494,15,2.4,0.836660027,0.888888889,0.317820863,Kowloon,Kowloon,0,1,0,0,0,0,0,0,0,0.304746363,0,0.002,2,0.015,1,0.009,3
train_002,13,8,0,20,13,1,0,0,0,96.45,110,6.5,50,TRUE,10,6,5.25,2.911111111,0.801526718,12,2,542.8333333,17.3186747,12.16522398,13.71250388,0,2.115384615,1.984152804,47.86805555,3.010854957,16.11581197,9.285561442,6.25,4.125,0.083333333,0.162078634,0.446564885,0.066666667,0.133144147,0.43373494,15,2.4,0.836660027,0.888888889,0.317820863,Kowloon,Kowloon,0,1,0,0,0,0,0,0,0,0.303871921,0,0.002,2,0.015,1,0.009,3
train_003,10,23,0.933333333,15,-1,0,0,1,0,27.80952381,53.71428571,13.2,0,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,13,0.282184313,1,-0.005,4,0.018,2,0.009,1
train_003,10,25,0.941176471,17,0,1,1,0.933333333,-0.066666667,30.26666667,55.06666667,12.46666667,1.266666667,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,15,0.301498247,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,1,18,1,1,0.933333333,0.941176471,0.007843137,27.82352941,54.58823529,9.770588235,1.647058824,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,18,0.305886113,1,-0.005,4,0.018,2,0.009,1
train_003,10,25,0.95,20,2,1,0.941176471,1,0.058823529,23.88888889,51.83333333,9.9,0,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,19,0.29767329,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,1,18,3,1,1,0.95,-0.05,27.3,53.7,9.79,1.8,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,18,0.289250102,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,0.95,20,4,1,0.95,1,0.05,27.61111111,54,9.9,0,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,19,0.284456533,1,-0.005,4,0.018,2,0.009,1
train_003,10,25,0.923076923,13,5,1,1,0.95,-0.05,24.15,50.7,9.9,0.05,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,12,0.28434532,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,0.95,20,6,1,0.95,0.923076923,-0.026923077,31.84615385,57.61538462,9.730769231,3.153846154,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,19,0.287069984,1,-0.005,4,0.018,2,0.009,1
train_003,10,25,0.941176471,17,7,1,0.923076923,0.95,0.026923077,27.7,54.35,9.9,0.05,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,15,0.300241221,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,1,17,8,1,0.95,0.941176471,-0.008823529,34.11764706,61.11764706,10.09411765,5.058823529,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,17,0.302040622,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,0.894736842,19,9,1,0.941176471,1,0.058823529,27.94117647,54.52941176,9.9,0,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,17,0.303603223,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,0.95,20,10,1,1,0.894736842,-0.105263158,28.42105263,55.78947368,10.02631579,0,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,19,0.300105445,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,1,15,11,1,0.894736842,0.95,0.055263158,28.1,55.1,10.3,0,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,15,0.297334428,1,-0.005,4,0.018,2,0.009,1
train_003,10,24,0.842105263,19,12,1,0.95,1,0.05,27.46666667,54.26666667,10.3,0,FALSE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,16,0.304746363,1,-0.005,4,0.018,2,0.009,1
train_003,10,27,0.722222222,18,13,1,1,0.842105263,-0.157894737,34.21052632,60.63157895,10.24210526,4.736842105,TRUE,10,27,5.375,3.085106383,0.820689655,14,2,489.6166667,23.00232975,64.2125183,75.92995323,0,3.223611111,0.319427191,0.346491228,2.615951405,25.6837963,2.068564743,6.375,4.125,0.071428571,0.132184183,0.420689655,0.045454545,0.080255541,0.365591398,22,2.595744681,0.613598597,0.978723404,0.145864991,Kowloon,Hong Kong Island,0,1,0,0,0,0,0,0,13,0.303871921,1,-0.005,4,0.018,2,0.009,1
train_004,76,65,0.619047619,21,-1,0,0,0.454545455,0,19.09090909,66.09090909,35.6,11.81818182,FALSE,76,75,5.25,4.152173913,0.853403141,20,3,491.0333333,29.41169355,18.92213657,74.57654257,0,8.9,1.96E-15,10,15.69593565,46.8127907,2.535574503,7.375,5,0.05,0.095196238,0.332460733,0.038461538,0.085721146,0.346774194,26,3.804347826,1.275749283,1,0,New Territories,New Territories,0,0,0,0,0,0,0,0,13,0.282184313,1,0.023,3,0.008,3,0.009,1
